pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,rsi_period,oversold,overbought,tp_pips,sl_pips,has_breakeven,max_bars,has_lowvol,session,tp_display,sl_display,threshold,avg_hold_min,pnl_tokyo,trades_tokyo,pnl_london,trades_london,pnl_newyork,trades_newyork
0.7337,43.48,16.5,0.02,-15.93,66.4,2008,12,9,-0.0079,0.9539,rsi_reversal_a339f213,EURJPY,M1,6,35,65,0.1,0.05,False,30,True,london,10p,5p,35/65,1.1,-1.8,404,-14.13,1604,0.0,0
0.6985,43.86,21.08,0.02,-20.8,61.1,2321,14,10,-0.009,0.894,rsi_reversal_3fd2a4c1,EURJPY,M1,5,35,65,0.05,0.05,True,30,True,newyork,5p,5p,35/65,1.0,0.0,0,-7.92,764,-12.87,1557
0.7328,44.78,23.67,0.02,-23.26,62.5,2943,9,10,-0.0079,0.9035,rsi_reversal_70092c16,EURJPY,M1,5,40,60,0.07,0.05,True,30,True,newyork,7p,5p,40/60,1.0,0.0,0,-7.85,978,-15.41,1965
0.6672,43.75,17.1,0.02,-16.97,64.8,1639,11,8,-0.0104,0.8579,rsi_reversal_4078e8e9,EURJPY,M1,5,30,70,0.07,0.07,False,0,True,newyork,7p,7p,30/70,1.1,0.0,0,-5.96,554,-11.01,1085
0.7352,46.68,9.31,0.01,-9.01,66.4,1101,7,9,-0.0082,0.8396,rsi_reversal_3c6b0003,EURJPY,M1,7,30,70,0.05,0.1,True,0,True,london,5p,10p,30/70,1.1,0.01,219,-9.01,882,0.0,0
0.7149,44.79,19.2,0.02,-18.95,62.4,2255,14,7,-0.0084,0.8812,rsi_reversal_7235e1c6,EURJPY,M1,5,35,65,0.05,0.07,True,0,True,newyork,5p,7p,35/65,1.0,0.0,0,-7.61,747,-11.34,1508
0.7629,46.21,19.96,0.02,-19.55,83.8,2426,13,9,-0.0081,0.8882,rsi_reversal_d8a5250a,EURJPY,M1,6,40,60,0.1,0.1,False,30,True,newyork,10p,10p,40/60,1.4,0.0,0,-7.35,802,-12.21,1624
0.6931,43.85,20.37,0.02,-20.33,61.1,2276,10,9,-0.0089,0.8876,rsi_reversal_e36c887b,EURJPY,M1,7,30,70,0.05,0.05,False,30,False,newyork,5p,5p,30/70,1.0,0.0,0,-7.08,766,-13.25,1510
0.755,46.84,13.59,0.01,-13.19,81.4,1631,11,8,-0.0081,0.8568,rsi_reversal_45f64d7e,EURJPY,M1,7,35,65,0.1,0.1,True,15,True,newyork,10p,10p,35/65,1.4,0.0,0,-5.0,554,-8.19,1077
0.753,47.46,12.58,0.01,-12.18,71.4,1574,11,9,-0.0077,0.8336,rsi_reversal_b501265b,EURJPY,M1,5,30,70,0.07,0.1,True,15,True,london,7p,10p,30/70,1.2,-0.34,323,-11.84,1251,0.0,0
0.7413,45.55,13.76,0.01,-13.38,61.0,1833,11,12,-0.0073,0.8861,rsi_reversal_35a47688,EURJPY,M1,7,35,65,0.05,0.05,False,30,True,london,5p,5p,35/65,1.0,-2.38,373,-11.01,1460,0.0,0
0.7474,45.99,38.18,0.04,-37.16,81.8,4310,14,12,-0.0086,0.8779,rsi_reversal_3a2fdcf4,EURJPY,M1,7,40,60,0.1,0.1,True,15,False,newyork,10p,10p,40/60,1.4,0.0,0,-13.8,1437,-23.36,2873
0.7255,45.39,21.56,0.02,-21.15,61.2,2615,12,9,-0.0081,0.8728,rsi_reversal_c02848e8,EURJPY,M1,7,40,60,0.05,0.05,False,0,True,newyork,5p,5p,40/60,1.0,0.0,0,-7.25,879,-13.89,1736
0.6566,42.74,17.59,0.02,-17.46,62.4,1654,11,8,-0.0106,0.8794,rsi_reversal_2d7033e0,EURJPY,M1,5,30,70,0.07,0.05,True,15,True,newyork,7p,5p,30/70,1.0,0.0,0,-6.12,559,-11.34,1095
0.7444,45.78,13.64,0.01,-13.45,64.8,1767,11,9,-0.0076,0.8815,rsi_reversal_23b54937,EURJPY,M1,7,35,65,0.07,0.07,True,0,True,newyork,7p,7p,35/65,1.1,0.0,0,-6.38,596,-7.07,1171
0.7514,47.29,37.05,0.04,-36.59,66.7,4967,10,12,-0.0074,0.8375,rsi_reversal_f3211de3,EURJPY,M1,6,40,60,0.05,0.1,False,30,False,london,5p,10p,40/60,1.1,-7.67,1098,-28.92,3869,0.0,0
0.786,47.66,15.3,0.02,-14.76,81.4,2052,9,12,-0.0072,0.8631,rsi_reversal_5fba0d19,EURJPY,M1,5,35,65,0.1,0.1,True,30,True,london,10p,10p,35/65,1.4,-1.54,413,-13.22,1639,0.0,0
0.7864,48.7,12.86,0.01,-12.53,70.6,1916,12,11,-0.0065,0.8285,rsi_reversal_59de9b88,EURJPY,M1,6,35,65,0.07,0.1,False,0,True,london,7p,10p,35/65,1.2,-2.45,388,-10.08,1528,0.0,0
0.762,48.2,8.49,0.01,-8.08,66.8,1137,9,8,-0.0071,0.819,rsi_reversal_588c4cde,EURJPY,M1,7,30,70,0.05,0.1,True,0,True,london,5p,10p,30/70,1.1,0.13,234,-8.21,903,0.0,0
0.7023,44.66,18.66,0.02,-18.3,62.5,2051,13,11,-0.0089,0.8703,rsi_reversal_073034a2,EURJPY,M1,6,35,65,0.05,0.07,True,30,True,newyork,5p,7p,35/65,1.0,0.0,0,-7.76,690,-10.53,1361
0.7064,46.68,18.5,0.02,-18.26,71.5,1941,13,11,-0.0094,0.807,rsi_reversal_eced18e1,EURJPY,M1,6,35,65,0.07,0.1,False,15,True,newyork,7p,10p,35/65,1.2,0.0,0,-7.73,654,-10.53,1287
0.7875,45.39,16.38,0.02,-15.99,66.7,2626,11,8,-0.0061,0.9474,rsi_reversal_376ab75c,EURJPY,M1,6,40,60,0.1,0.05,True,0,True,london,10p,5p,40/60,1.1,-3.19,538,-12.81,2088,0.0,0
0.7723,47.6,22.5,0.02,-22.04,66.5,3330,10,10,-0.0066,0.8503,rsi_reversal_9e8168f0,EURJPY,M1,7,35,65,0.05,0.1,True,15,False,london,5p,10p,35/65,1.1,-3.08,721,-18.96,2609,0.0,0
0.7816,48.41,17.78,0.02,-17.44,66.4,2807,11,9,-0.0062,0.8327,rsi_reversal_f6f8a218,EURJPY,M1,5,40,60,0.05,0.1,False,0,True,london,5p,10p,40/60,1.1,-5.26,578,-12.18,2229,0.0,0
0.7774,45.69,19.2,0.02,-18.82,67.0,2880,13,11,-0.0065,0.9239,rsi_reversal_661f8a7d,EURJPY,M1,5,40,60,0.1,0.05,False,30,True,london,10p,5p,40/60,1.1,-5.45,594,-13.36,2286,0.0,0
0.7718,44.91,29.27,0.03,-28.55,71.5,4090,12,9,-0.007,0.9466,rsi_reversal_ab9faa56,EURJPY,M1,5,35,65,0.1,0.07,False,0,False,london,10p,7p,35/65,1.2,-5.56,889,-22.99,3201,0.0,0
0.6986,42.87,15.28,0.02,-14.76,65.7,1626,12,9,-0.0091,0.9311,rsi_reversal_b9afbb80,EURJPY,M1,5,30,70,0.1,0.05,False,30,True,london,10p,5p,30/70,1.1,-1.04,329,-13.72,1297,0.0,0
0.7718,46.11,16.71,0.02,-16.46,62.9,2542,14,11,-0.0065,0.9022,rsi_reversal_970c126d,EURJPY,M1,7,40,60,0.07,0.05,False,30,True,london,7p,5p,40/60,1.0,-3.81,515,-12.65,2027,0.0,0
0.7455,46.76,25.69,0.03,-25.4,66.5,3338,11,10,-0.0076,0.8487,rsi_reversal_987af180,EURJPY,M1,7,35,65,0.05,0.1,True,0,False,newyork,5p,10p,35/65,1.1,0.0,0,-9.45,1124,-15.95,2214
0.7614,46.74,19.9,0.02,-19.59,82.0,2456,9,9,-0.008,0.8675,rsi_reversal_34957654,EURJPY,M1,6,40,60,0.1,0.1,True,15,True,london,10p,10p,40/60,1.4,-5.13,512,-14.46,1944,0.0,0
0.7202,45.11,31.67,0.03,-31.36,62.7,3831,15,10,-0.0082,0.8765,rsi_reversal_24c6870e,EURJPY,M1,6,35,65,0.05,0.07,False,30,False,newyork,5p,7p,35/65,1.0,0.0,0,-12.65,1272,-18.71,2559
0.6807,43.41,22.06,0.02,-21.85,63.0,2269,11,8,-0.0096,0.8873,rsi_reversal_c4a6e742,EURJPY,M1,5,35,65,0.07,0.05,True,15,True,newyork,7p,5p,35/65,1.1,0.0,0,-8.17,762,-13.69,1507
0.7357,45.64,12.4,0.01,-12.08,60.8,1617,10,7,-0.0075,0.8762,rsi_reversal_67ec9955,EURJPY,M1,5,30,70,0.05,0.05,False,0,True,london,5p,5p,30/70,1.0,-0.18,322,-11.9,1295,0.0,0
0.7137,46.15,20.1,0.02,-19.8,70.8,2158,11,8,-0.0092,0.8327,rsi_reversal_a3c3b9bf,EURJPY,M1,5,35,65,0.07,0.1,False,0,True,newyork,7p,10p,35/65,1.2,0.0,0,-7.64,716,-12.16,1442
0.7579,47.44,12.61,0.01,-12.2,82.5,1484,11,8,-0.0082,0.8398,rsi_reversal_e235ac4e,EURJPY,M1,5,30,70,0.1,0.1,True,30,True,london,10p,10p,30/70,1.4,-1.28,298,-10.92,1186,0.0,0
0.7655,48.44,11.57,0.01,-11.17,70.8,1540,9,8,-0.0073,0.8148,rsi_reversal_9804d24d,EURJPY,M1,5,30,70,0.07,0.1,False,15,True,london,7p,10p,30/70,1.2,-0.61,309,-10.56,1231,0.0,0
0.7891,46.65,13.34,0.01,-13.01,64.4,2163,13,7,-0.006,0.9025,rsi_reversal_ea17fbe3,EURJPY,M1,7,30,70,0.07,0.07,True,30,False,london,7p,7p,30/70,1.1,-0.88,477,-12.13,1686,0.0,0
0.7615,45.64,14.84,0.01,-14.53,61.0,2200,13,9,-0.0066,0.9072,rsi_reversal_a8e55b87,EURJPY,M1,7,30,70,0.05,0.05,False,0,False,london,5p,5p,30/70,1.0,-1.09,482,-13.44,1718,0.0,0
0.7345,45.98,33.71,0.03,-33.43,66.5,4180,14,10,-0.008,0.8629,rsi_reversal_0286d075,EURJPY,M1,5,35,65,0.05,0.1,False,15,False,newyork,5p,10p,35/65,1.1,0.0,0,-10.38,1394,-23.05,2786
0.724,45.84,19.06,0.02,-18.8,70.7,2162,10,9,-0.0087,0.8555,rsi_reversal_252d60cf,EURJPY,M1,5,35,65,0.07,0.1,True,0,True,newyork,7p,10p,35/65,1.2,0.0,0,-6.58,703,-12.22,1459
0.7698,47.91,17.64,0.02,-17.29,70.9,2419,8,10,-0.0071,0.8369,rsi_reversal_49e1b0a5,EURJPY,M1,7,40,60,0.07,0.1,False,15,True,london,7p,10p,40/60,1.2,-1.45,485,-15.84,1934,0.0,0
0.7126,45.43,12.0,0.01,-11.56,62.5,1356,10,6,-0.0085,0.856,rsi_reversal_8fee0e33,EURJPY,M1,6,30,70,0.05,0.07,True,15,True,london,5p,7p,30/70,1.0,-1.76,261,-9.8,1095,0.0,0
0.7513,44.75,14.09,0.01,-14.04,63.3,1629,10,8,-0.0086,0.9275,rsi_reversal_03998f1f,GBPJPY,M1,5,30,70,0.1,0.05,False,15,True,london,10p,5p,30/70,1.1,-3.85,351,-10.19,1278,0.0,0
0.7579,46.04,45.09,0.05,-44.82,72.2,5085,15,11,-0.0088,0.8883,rsi_reversal_5ed44612,GBPJPY,M1,5,40,60,0.1,0.1,False,0,False,london,10p,10p,40/60,1.2,-7.73,1124,-37.08,3961,0.0,0
0.7872,46.88,20.27,0.02,-19.9,62.5,2871,12,8,-0.0069,0.8918,rsi_reversal_5378cdea,GBPJPY,M1,5,40,60,0.07,0.07,True,15,True,newyork,7p,7p,40/60,1.0,0.0,0,-4.56,1000,-15.33,1871
0.8005,44.74,8.72,0.01,-7.82,63.7,1169,9,8,-0.0067,0.9887,rsi_reversal_015659fd,GBPJPY,M1,7,30,70,0.1,0.05,True,15,True,london,10p,5p,30/70,1.1,-0.66,265,-7.16,904,0.0,0
0.7171,44.22,16.21,0.02,-16.03,60.7,1696,11,8,-0.0095,0.9045,rsi_reversal_26c2a1e5,GBPJPY,M1,5,30,70,0.05,0.05,True,0,True,newyork,5p,5p,30/70,1.0,0.0,0,-6.19,612,-9.85,1084
0.7061,43.84,23.14,0.02,-22.94,61.4,2272,10,8,-0.0101,0.9046,rsi_reversal_5cfb03a6,GBPJPY,M1,7,30,70,0.07,0.05,False,15,False,london,7p,5p,30/70,1.0,-4.28,486,-18.66,1786,0.0,0
0.7521,44.91,23.7,0.02,-23.14,63.2,2741,10,8,-0.0084,0.9226,rsi_reversal_0117f4e3,GBPJPY,M1,6,40,60,0.1,0.05,False,30,True,newyork,10p,5p,40/60,1.1,0.0,0,-10.06,963,-13.08,1778
0.7196,44.18,47.0,0.05,-46.96,66.0,4688,15,9,-0.01,0.9093,rsi_reversal_e0f35226,GBPJPY,M1,7,40,60,0.1,0.07,True,0,False,london,10p,7p,40/60,1.1,-9.68,1010,-37.28,3678,0.0,0
0.7283,45.47,21.11,0.02,-20.84,65.6,2230,11,10,-0.0093,0.8734,rsi_reversal_db71e1e3,GBPJPY,M1,7,30,70,0.07,0.1,False,15,False,newyork,7p,10p,30/70,1.1,0.0,0,-10.52,812,-10.32,1418
0.6801,42.37,30.23,0.03,-30.1,63.3,2636,11,7,-0.0114,0.9249,rsi_reversal_494958dc,GBPJPY,M1,6,30,70,0.1,0.05,False,15,False,london,10p,5p,30/70,1.1,-5.39,575,-24.71,2061,0.0,0
0.7518,45.4,15.59,0.02,-15.41,66.4,1751,13,9,-0.0088,0.9041,rsi_reversal_4f83959c,GBPJPY,M1,7,35,65,0.07,0.1,True,15,True,london,7p,10p,35/65,1.1,-2.08,378,-13.33,1373,0.0,0
0.7275,45.87,47.21,0.05,-47.06,63.4,5034,12,11,-0.0093,0.8586,rsi_reversal_50e24eec,GBPJPY,M1,6,40,60,0.05,0.1,False,30,False,london,5p,10p,40/60,1.1,-8.31,1113,-38.75,3921,0.0,0
0.7002,44.61,40.24,0.04,-40.11,63.3,3788,11,9,-0.0106,0.8692,rsi_reversal_284f503b,GBPJPY,M1,6,35,65,0.05,0.1,True,30,False,london,5p,10p,35/65,1.1,-6.53,828,-33.58,2960,0.0,0
0.8146,46.08,12.03,0.01,-11.84,61.2,2016,11,8,-0.0059,0.9532,rsi_reversal_7d07a384,GBPJPY,M1,6,35,65,0.05,0.07,False,30,True,newyork,5p,7p,35/65,1.0,0.0,0,-5.28,728,-6.57,1288
0.7209,44.26,13.05,0.01,-12.93,61.3,1367,10,13,-0.0095,0.9079,rsi_reversal_e18d3b31,GBPJPY,M1,6,30,70,0.07,0.05,True,15,True,london,7p,5p,30/70,1.0,-1.55,308,-11.38,1059,0.0,0
0.7321,45.08,25.17,0.03,-24.68,60.5,2764,10,8,-0.0089,0.8919,rsi_reversal_216ae107,GBPJPY,M1,6,40,60,0.05,0.05,False,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-9.94,955,-14.74,1809
0.7827,46.32,19.83,0.02,-19.08,61.2,2714,13,9,-0.007,0.9072,rsi_reversal_352fb4b6,GBPJPY,M1,6,40,60,0.05,0.07,True,30,True,newyork,5p,7p,40/60,1.0,0.0,0,-6.38,953,-12.7,1761
0.7318,44.83,47.16,0.05,-46.98,66.0,4970,17,10,-0.0095,0.9006,rsi_reversal_cfa9e126,GBPJPY,M1,6,40,60,0.1,0.07,True,0,False,london,10p,7p,40/60,1.1,-9.1,1090,-37.88,3880,0.0,0
0.7728,45.96,22.11,0.02,-21.61,63.0,2868,10,11,-0.0075,0.9089,rsi_reversal_c9ea61fa,GBPJPY,M1,5,40,60,0.1,0.05,True,15,True,newyork,10p,5p,40/60,1.1,0.0,0,-4.43,989,-17.18,1879
0.792,45.62,12.83,0.01,-12.48,60.6,1837,13,8,-0.0068,0.9442,rsi_reversal_b681ab4c,GBPJPY,M1,7,35,65,0.05,0.05,False,15,True,london,5p,5p,35/65,1.0,-1.79,408,-10.7,1429,0.0,0
0.7028,45.24,29.9,0.03,-29.61,60.6,2949,14,11,-0.01,0.8509,rsi_reversal_716cf7f9,GBPJPY,M1,5,40,60,0.05,0.05,False,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-9.08,1027,-20.54,1922
0.7636,43.91,14.73,0.01,-14.34,63.4,1772,9,7,-0.0081,0.9756,rsi_reversal_86bfe25c,GBPJPY,M1,7,35,65,0.1,0.05,False,30,True,newyork,10p,5p,35/65,1.1,0.0,0,-6.79,671,-7.55,1101
0.7815,46.09,19.84,0.02,-19.16,61.4,2710,13,8,-0.0071,0.9142,rsi_reversal_2ad3954d,GBPJPY,M1,6,40,60,0.07,0.05,False,0,True,newyork,7p,5p,40/60,1.0,0.0,0,-5.53,954,-13.63,1756
0.7834,44.92,15.32,0.02,-14.75,66.1,1970,11,9,-0.0075,0.9605,rsi_reversal_850e9e77,GBPJPY,M1,6,35,65,0.1,0.07,True,15,True,london,10p,7p,35/65,1.1,-2.87,437,-11.87,1533,0.0,0
0.7128,44.61,13.7,0.01,-13.64,63.4,1345,16,8,-0.0101,0.885,rsi_reversal_0f913517,GBPJPY,M1,6,30,70,0.05,0.1,True,30,True,london,5p,10p,30/70,1.1,-1.69,298,-11.95,1047,0.0,0
0.7661,45.5,43.19,0.04,-42.85,66.3,5321,13,8,-0.0081,0.9176,rsi_reversal_28d095db,GBPJPY,M1,5,40,60,0.1,0.07,True,15,False,newyork,10p,7p,40/60,1.1,0.0,0,-17.9,1782,-24.95,3539
0.7679,44.09,14.68,0.01,-14.45,65.8,1769,11,8,-0.0082,0.9737,rsi_reversal_556f70a3,GBPJPY,M1,7,35,65,0.1,0.07,True,30,True,london,10p,7p,35/65,1.1,-2.3,376,-12.16,1393,0.0,0
0.7444,44.74,19.98,0.02,-19.74,63.2,2253,11,7,-0.0088,0.9194,rsi_reversal_7ea2e79b,GBPJPY,M1,5,35,65,0.1,0.05,False,0,True,london,10p,5p,35/65,1.1,-4.75,471,-14.99,1782,0.0,0
0.6557,42.77,16.97,0.02,-16.84,65.4,1363,14,7,-0.0124,0.8773,rsi_reversal_1180a1ef,GBPJPY,M1,6,30,70,0.07,0.1,True,0,True,newyork,7p,10p,30/70,1.1,0.0,0,-7.27,506,-9.58,857
0.7766,46.49,13.16,0.01,-12.95,72.1,1566,11,11,-0.0083,0.8939,rsi_reversal_1bb49f1a,GBPJPY,M1,5,30,70,0.1,0.1,True,0,True,london,10p,10p,30/70,1.2,-2.33,342,-10.62,1224,0.0,0
0.7164,45.05,26.91,0.03,-26.33,60.6,2768,15,9,-0.0095,0.8738,rsi_reversal_d7afd83c,GBPJPY,M1,6,40,60,0.05,0.05,False,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-8.72,966,-17.61,1802
0.6895,43.8,51.54,0.05,-51.54,60.7,4817,12,9,-0.0107,0.8846,rsi_reversal_b8b53191,GBPJPY,M1,7,40,60,0.05,0.05,True,15,False,london,5p,5p,40/60,1.0,-10.28,1045,-41.25,3772,0.0,0
0.8052,44.69,12.55,0.01,-11.86,66.4,1781,13,8,-0.0067,0.9964,rsi_reversal_26040d1a,GBPJPY,M1,7,35,65,0.1,0.07,False,0,True,london,10p,7p,35/65,1.1,-2.28,392,-9.58,1389,0.0,0
0.7394,45.11,19.79,0.02,-19.52,62.9,2268,11,10,-0.0086,0.8999,rsi_reversal_3c5b5ace,GBPJPY,M1,7,30,70,0.07,0.07,True,30,False,newyork,7p,7p,30/70,1.0,0.0,0,-9.55,824,-9.97,1444
0.7132,45.04,42.52,0.04,-42.38,65.8,4165,15,10,-0.0102,0.8702,rsi_reversal_cc7f2491,GBPJPY,M1,5,35,65,0.07,0.1,False,0,False,london,7p,10p,35/65,1.1,-6.78,902,-35.6,3263,0.0,0
0.6898,44.54,18.22,0.02,-18.05,63.5,1666,15,8,-0.0108,0.8591,rsi_reversal_518aca97,GBPJPY,M1,5,30,70,0.05,0.1,False,30,True,newyork,5p,10p,30/70,1.1,0.0,0,-7.8,600,-10.25,1066
0.7435,45.84,24.01,0.02,-23.49,62.5,2738,14,8,-0.0086,0.8786,rsi_reversal_9fd59b7c,GBPJPY,M1,6,40,60,0.07,0.07,False,0,True,newyork,7p,7p,40/60,1.0,0.0,0,-8.03,951,-15.47,1787
0.8434,47.73,10.89,0.01,-10.18,71.7,1913,9,8,-0.0053,0.9237,rsi_reversal_d1bff1f7,GBPJPY,M1,6,35,65,0.1,0.1,True,30,True,newyork,10p,10p,35/65,1.2,0.0,0,-5.24,679,-4.94,1234
0.733,45.01,25.41,0.03,-24.92,61.2,2766,10,8,-0.009,0.8955,rsi_reversal_c2c515fd,GBPJPY,M1,6,40,60,0.07,0.05,False,0,True,newyork,7p,5p,40/60,1.0,0.0,0,-10.76,968,-14.15,1798
0.8348,46.53,11.11,0.01,-10.54,60.4,2016,8,8,-0.0052,0.9594,rsi_reversal_0b35425b,GBPJPY,M1,6,35,65,0.05,0.05,False,30,True,newyork,5p,5p,35/65,1.0,0.0,0,-5.45,726,-5.09,1290
0.7286,44.85,20.7,0.02,-20.43,61.6,2283,11,10,-0.009,0.8958,rsi_reversal_ac395ed0,GBPJPY,M1,7,30,70,0.05,0.07,True,0,False,newyork,5p,7p,30/70,1.0,0.0,0,-9.93,830,-10.51,1453
0.7383,44.11,12.66,0.01,-12.4,66.3,1342,11,13,-0.0092,0.9354,rsi_reversal_493ec717,GBPJPY,M1,6,30,70,0.1,0.07,True,30,True,london,10p,7p,30/70,1.1,-2.15,301,-10.25,1041,0.0,0
0.717,43.63,47.15,0.05,-47.15,63.7,4749,12,9,-0.0099,0.9264,rsi_reversal_63af7aa6,GBPJPY,M1,7,40,60,0.1,0.05,False,30,False,london,10p,5p,40/60,1.1,-10.15,1027,-37.0,3722,0.0,0
0.7595,44.95,22.27,0.02,-22.13,65.8,2661,11,9,-0.0083,0.9304,rsi_reversal_caca89f3,GBPJPY,M1,6,40,60,0.1,0.07,False,30,True,london,10p,7p,40/60,1.1,-4.55,575,-17.58,2086,0.0,0
0.7605,44.66,16.27,0.02,-16.17,61.3,2004,9,9,-0.0081,0.9424,rsi_reversal_b574c964,GBPJPY,M1,6,35,65,0.07,0.05,True,0,True,london,7p,5p,35/65,1.0,-2.37,424,-13.79,1580,0.0,0
0.7661,45.5,43.19,0.04,-42.85,66.3,5321,13,8,-0.0081,0.9176,rsi_reversal_1e61ab5b,GBPJPY,M1,5,40,60,0.1,0.07,True,30,False,newyork,10p,7p,40/60,1.1,0.0,0,-17.9,1782,-24.95,3539
0.7789,46.34,19.09,0.02,-18.6,60.3,2585,11,7,-0.0072,0.9018,rsi_reversal_87e08781,GBPJPY,M1,7,40,60,0.05,0.05,True,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-6.46,897,-12.14,1688
0.7343,46.65,23.53,0.02,-22.99,66.1,2510,13,11,-0.0092,0.8396,rsi_reversal_f6d27ced,GBPJPY,M1,7,40,60,0.07,0.1,True,30,True,newyork,7p,10p,40/60,1.1,0.0,0,-11.01,886,-11.98,1624
0.7484,46.66,23.83,0.02,-23.3,65.8,2666,10,11,-0.0087,0.8555,rsi_reversal_0c43953a,GBPJPY,M1,6,40,60,0.07,0.1,True,0,True,london,7p,10p,40/60,1.1,-5.25,587,-18.06,2079,0.0,0
0.6948,45.48,27.29,0.03,-27.09,63.6,2535,11,7,-0.0107,0.8328,rsi_reversal_950c7088,GBPJPY,M1,7,40,60,0.05,0.1,True,30,True,newyork,5p,10p,40/60,1.1,0.0,0,-11.34,894,-15.75,1641
0.7461,45.28,19.73,0.02,-19.39,62.5,2290,11,9,-0.0085,0.9015,rsi_reversal_38f414b2,GBPJPY,M1,5,35,65,0.07,0.07,True,15,True,newyork,7p,7p,35/65,1.0,0.0,0,-7.27,810,-12.12,1480
0.7227,44.8,37.34,0.04,-37.08,65.7,3741,12,9,-0.0099,0.8904,rsi_reversal_ebdf3550,GBPJPY,M1,6,35,65,0.07,0.1,True,0,False,london,7p,10p,35/65,1.1,-4.95,818,-32.12,2923,0.0,0
0.7888,45.04,13.21,0.01,-12.72,62.8,1803,13,10,-0.0071,0.9626,rsi_reversal_68a7eab0,GBPJPY,M1,7,35,65,0.07,0.07,True,15,True,london,7p,7p,35/65,1.0,-2.21,398,-10.51,1405,0.0,0
0.6888,43.21,29.29,0.03,-28.98,62.7,2638,13,7,-0.011,0.9051,rsi_reversal_595ccf5e,GBPJPY,M1,6,30,70,0.07,0.07,False,15,False,london,7p,7p,30/70,1.0,-4.15,576,-24.84,2062,0.0,0
0.7807,46.32,19.7,0.02,-19.1,71.8,2405,11,10,-0.0079,0.9048,rsi_reversal_d698851d,GBPJPY,M1,7,40,60,0.1,0.1,False,30,True,london,10p,10p,40/60,1.2,-4.6,527,-14.5,1878,0.0,0
0.7713,44.8,8.95,0.01,-8.95,61.6,1172,10,8,-0.0076,0.9506,rsi_reversal_53b4605c,GBPJPY,M1,7,30,70,0.07,0.05,True,15,True,london,7p,5p,30/70,1.0,-0.4,245,-8.55,927,0.0,0
0.7722,45.35,20.94,0.02,-20.76,62.6,2730,10,8,-0.0076,0.9306,rsi_reversal_74eb2ab3,GBPJPY,M1,6,40,60,0.07,0.07,False,30,True,london,7p,7p,40/60,1.0,-3.86,602,-16.9,2128,0.0,0
0.7584,45.27,18.51,0.02,-18.26,62.4,2262,11,8,-0.0081,0.9169,rsi_reversal_495025cc,GBPJPY,M1,5,35,65,0.07,0.07,True,15,True,newyork,7p,7p,35/65,1.0,0.0,0,-8.94,801,-9.32,1461
0.7757,45.43,8.65,0.01,-8.2,65.8,1116,10,7,-0.0073,0.9318,rsi_reversal_80d53925,GBPJPY,M1,7,30,70,0.07,0.1,False,30,True,newyork,7p,10p,30/70,1.1,0.0,0,-4.69,420,-3.51,696
0.7575,45.47,22.35,0.02,-22.18,61.2,2751,11,8,-0.0081,0.9083,rsi_reversal_394eaa34,GBPJPY,M1,6,40,60,0.05,0.07,True,30,True,london,5p,7p,40/60,1.0,-3.65,608,-18.53,2143,0.0,0
0.7234,45.84,15.6,0.02,-15.55,63.6,1610,10,12,-0.0097,0.8548,rsi_reversal_cd484151,GBPJPY,M1,5,30,70,0.05,0.1,True,15,True,london,5p,10p,30/70,1.1,-3.15,339,-12.4,1271,0.0,0
0.7724,45.66,29.22,0.03,-28.82,60.5,3907,12,8,-0.0074,0.9191,rsi_reversal_07850e42,GBPJPY,M1,6,35,65,0.05,0.05,False,30,False,newyork,5p,5p,35/65,1.0,0.0,0,-14.96,1340,-13.86,2567
0.8004,46.19,17.27,0.02,-16.69,65.5,2509,11,9,-0.0067,0.9323,rsi_reversal_f9bf3546,GBPJPY,M1,7,40,60,0.1,0.07,True,0,True,newyork,10p,7p,40/60,1.1,0.0,0,-5.84,879,-10.85,1630
0.8069,47.58,19.0,0.02,-18.21,65.7,2833,10,9,-0.0064,0.8889,rsi_reversal_368bb062,GBPJPY,M1,5,40,60,0.07,0.1,False,30,True,london,7p,10p,40/60,1.1,-4.05,650,-14.16,2183,0.0,0
0.8643,47.16,9.42,0.01,-8.65,66.2,1972,8,8,-0.0044,0.9684,rsi_reversal_223ea6d0,GBPJPY,M1,6,35,65,0.1,0.07,False,0,True,newyork,10p,7p,35/65,1.1,0.0,0,-4.54,701,-4.1,1271
0.7712,47.09,19.76,0.02,-19.26,63.4,2527,11,7,-0.0076,0.8665,rsi_reversal_91f932bc,GBPJPY,M1,7,40,60,0.05,0.1,False,0,True,newyork,5p,10p,40/60,1.1,0.0,0,-8.04,878,-11.22,1649
0.7271,44.78,15.27,0.02,-15.22,60.7,1637,10,8,-0.0093,0.8967,rsi_reversal_fc0bc919,GBPJPY,M1,5,30,70,0.05,0.05,True,15,True,london,5p,5p,30/70,1.0,-3.53,342,-11.69,1295,0.0,0
