rank,pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,strategy_name,symbol,timeframe
263,0.2834,22.22,2.45,0.0,-2.39,4433.3,9,rsi_reversal_9ceb6cfe,GBPJPY,M5
264,0.2829,36.97,21.94,0.02,-20.94,874.8,119,ema_cross_fea5572c,GBPJPY,M1
265,0.2827,29.63,5.9,0.01,-5.58,1335.6,27,bb_bounce_a3c33d1f,GBPJPY,M1
266,0.2818,20.95,23.83,0.02,-23.37,1870.3,105,momentum_cda52812,EURJPY,M1
267,0.2815,30.0,7.42,0.01,-6.07,1782.0,30,ema_cross_53a68fa6,GBPJPY,M1
268,0.2814,20.83,14.47,0.01,-14.47,5058.3,72,ema_cross_1171ea32,GBPJPY,M5
269,0.2811,49.42,33.29,0.03,-33.2,2619.8,172,momentum_3967e139,GBPJPY,M5
270,0.281,25.49,12.61,0.01,-11.6,2634.1,51,ema_cross_2449f2d6,EURJPY,M1
271,0.2794,37.5,20.52,0.02,-20.52,2570.5,88,momentum_44a50e6c,GBPJPY,M5
272,0.2793,50.91,10.75,0.01,-10.44,2177.5,55,momentum_dc40cb70,EURJPY,M1
273,0.2792,25.0,5.5,0.01,-4.78,3387.5,24,ema_cross_53a68fa6,USDJPY,M1
274,0.2784,22.5,7.23,0.01,-6.95,1642.5,40,rsi_reversal_3fe9f09b,GBPJPY,M5
275,0.2778,22.35,23.01,0.02,-21.71,2582.8,85,momentum_1271ced9,EURJPY,M1
276,0.2773,13.64,14.58,0.01,-14.42,1700.0,66,donchian_break_33be330b,EURJPY,M1
277,0.2752,21.21,16.9,0.02,-15.75,6922.7,66,ema_cross_ef9924e5,GBPJPY,M5
278,0.2752,31.58,12.09,0.01,-12.08,5778.9,57,momentum_d74757dc,USDJPY,M5
279,0.2751,50.0,7.35,0.01,-6.67,1758.6,42,rsi_reversal_1e31b4c1,EURJPY,M1
280,0.275,32.0,5.21,0.01,-5.21,5772.0,25,rsi_reversal_76543b15,USDJPY,M5
281,0.2747,35.05,20.91,0.02,-20.69,2378.4,97,momentum_5100332c,GBPJPY,M5
282,0.2744,38.82,18.59,0.02,-18.59,3515.3,85,momentum_7279aa16,EURJPY,M5
283,0.2744,38.82,18.59,0.02,-18.59,3515.3,85,momentum_e177235e,EURJPY,M5
284,0.2738,24.59,11.91,0.01,-11.64,1772.5,61,momentum_490863a0,USDJPY,M1
285,0.2735,29.47,19.47,0.02,-19.24,4376.8,95,rsi_trend_8cdd4186,USDJPY,M5
286,0.2733,33.33,31.15,0.03,-30.89,3554.5,132,ema_cross_f0deb4f0,EURJPY,M5
287,0.2731,28.17,14.17,0.01,-14.17,976.1,71,momentum_44a50e6c,GBPJPY,M1
288,0.2728,43.24,27.66,0.03,-27.4,1763.2,111,momentum_2e7ea40d,GBPJPY,M1
289,0.2726,32.43,7.77,0.01,-7.37,1214.6,37,ema_cross_6e788a01,EURJPY,M1
290,0.2714,23.57,49.64,0.05,-49.27,2767.3,263,rsi_reversal_1267fc98,EURJPY,M5
291,0.2711,43.48,28.28,0.03,-28.18,3615.2,138,momentum_9f958dd1,EURJPY,M5
292,0.2705,28.99,18.83,0.02,-18.83,6887.0,69,ema_cross_5e5710c1,GBPJPY,M5
293,0.2683,28.57,11.86,0.01,-11.86,1492.5,56,donchian_break_c9960c99,EURJPY,M1
294,0.2679,18.18,17.1,0.02,-17.1,2615.1,77,momentum_0b77e21d,USDJPY,M1
295,0.2679,47.87,22.29,0.02,-21.52,1669.1,94,rsi_trend_08bc1cb9,GBPJPY,M1
296,0.2671,37.0,29.52,0.03,-29.13,4839.0,100,donchian_break_8f9e005c,GBPJPY,M5
297,0.2671,37.0,29.52,0.03,-29.13,4839.0,100,donchian_break_f969b62d,GBPJPY,M5
298,0.2667,47.22,16.56,0.02,-16.56,1560.8,72,rsi_reversal_ef839ab8,GBPJPY,M1
299,0.2662,40.0,7.82,0.01,-7.19,1441.3,45,donchian_break_c808e1f8,USDJPY,M1
300,0.2654,38.81,18.01,0.02,-17.75,1984.5,67,momentum_611477dd,GBPJPY,M1
301,0.2651,47.5,18.59,0.02,-18.59,4410.0,80,ema_cross_66822117,EURJPY,M5
302,0.264,52.31,12.27,0.01,-11.65,2002.2,65,rsi_reversal_8c7c3c1f,EURJPY,M1
303,0.264,52.31,12.27,0.01,-11.65,2002.2,65,rsi_reversal_1361b9e1,EURJPY,M1
304,0.2638,27.87,13.03,0.01,-13.03,1483.3,61,donchian_break_1d1e6dd4,EURJPY,M1
305,0.2638,27.87,13.03,0.01,-13.03,1483.3,61,donchian_break_ff63572a,EURJPY,M1
306,0.2632,53.03,12.73,0.01,-12.11,2088.2,66,rsi_reversal_ef839ab8,EURJPY,M1
307,0.2631,17.54,14.3,0.01,-13.79,2794.7,57,ema_cross_5e5710c1,EURJPY,M1
308,0.2621,21.54,9.21,0.01,-9.05,2266.2,65,rsi_reversal_93ef9480,GBPJPY,M5
309,0.2616,30.16,13.85,0.01,-13.85,5481.0,63,momentum_7279aa16,USDJPY,M5
310,0.2616,30.16,13.85,0.01,-13.85,5481.0,63,momentum_e177235e,USDJPY,M5
311,0.2616,42.16,25.54,0.03,-24.54,1598.2,102,rsi_trend_65d1a53d,GBPJPY,M1
312,0.2607,41.38,28.85,0.03,-28.58,1653.1,116,momentum_e87ffb52,GBPJPY,M1
313,0.2589,32.38,21.18,0.02,-21.18,2717.1,105,momentum_5100332c,EURJPY,M5
314,0.2579,19.37,42.2,0.04,-41.9,2133.0,191,ema_cross_05fb5502,GBPJPY,M5
315,0.2577,21.58,29.06,0.03,-29.06,2715.1,139,ema_cross_99ed21ec,EURJPY,M5
316,0.2576,43.0,24.96,0.02,-24.03,1537.8,100,rsi_trend_a69f185a,GBPJPY,M1
317,0.2576,43.0,24.96,0.02,-24.03,1537.8,100,rsi_trend_0a63e580,GBPJPY,M1
318,0.2575,31.03,12.05,0.01,-11.32,1880.7,58,ema_cross_22facf43,USDJPY,M1
319,0.2575,33.33,1.66,0.0,-1.41,7400.0,6,rsi_reversal_151341dc,USDJPY,M5
320,0.2573,19.72,33.18,0.03,-33.18,3344.4,142,ema_cross_bdb5fe2a,EURJPY,M5
321,0.2573,32.73,11.93,0.01,-11.22,2151.3,55,ema_cross_66822117,USDJPY,M1
322,0.2556,41.3,10.9,0.01,-9.97,1517.0,46,ema_cross_30da9de6,GBPJPY,M1
323,0.2551,31.58,10.68,0.01,-9.92,1287.4,57,ema_cross_12b3b7f5,USDJPY,M1
324,0.255,36.71,18.42,0.02,-18.42,3436.7,79,momentum_d74757dc,EURJPY,M5
325,0.2515,26.92,4.91,0.0,-4.91,2143.8,26,bb_bounce_a3c33d1f,EURJPY,M1
326,0.2507,25.93,11.65,0.01,-11.16,1266.7,54,momentum_d74757dc,EURJPY,M1
327,0.2506,15.79,17.29,0.02,-17.28,6857.9,57,ema_cross_deca493e,EURJPY,M5
328,0.2493,40.62,17.21,0.02,-16.94,1831.9,64,momentum_dc40cb70,GBPJPY,M1
329,0.248,18.06,34.3,0.03,-34.3,4296.8,155,momentum_e740330d,USDJPY,M5
330,0.2479,35.16,20.33,0.02,-20.33,3118.7,91,momentum_44a50e6c,EURJPY,M5
331,0.2471,28.79,14.81,0.01,-14.81,5090.9,66,momentum_44a50e6c,USDJPY,M5
332,0.244,15.24,20.15,0.02,-19.61,1352.6,105,ema_cross_bdb5fe2a,USDJPY,M1
333,0.2439,17.39,6.96,0.01,-6.96,6013.0,23,bb_bounce_a3c33d1f,EURJPY,M5
334,0.2435,36.36,12.15,0.01,-11.87,849.1,66,ema_cross_0b2d6a5b,GBPJPY,M1
335,0.2412,50.0,10.43,0.01,-10.43,2472.4,58,momentum_611477dd,USDJPY,M1
336,0.2392,48.24,19.31,0.02,-19.31,6504.7,85,ema_cross_156f8a41,USDJPY,M5
337,0.2391,18.18,31.48,0.03,-31.1,5308.3,121,ema_cross_5809e979,USDJPY,M5
338,0.2391,35.77,30.24,0.03,-30.04,4835.0,137,momentum_9f958dd1,USDJPY,M5
339,0.2386,17.91,18.45,0.02,-17.31,6855.2,67,ema_cross_be6570c3,GBPJPY,M5
340,0.2386,27.16,19.48,0.02,-19.48,4618.5,81,momentum_490863a0,USDJPY,M5
341,0.2379,57.14,16.98,0.02,-16.98,4932.5,77,rsi_reversal_b2d696ef,EURJPY,M5
342,0.2375,38.1,25.7,0.03,-25.7,5382.1,84,donchian_break_e19d6ba9,EURJPY,M5
343,0.2368,28.95,23.14,0.02,-22.81,1441.1,114,momentum_3967e139,USDJPY,M1
344,0.2354,41.79,16.81,0.02,-16.05,1496.4,67,rsi_trend_4e8ecd2c,GBPJPY,M1
345,0.2345,19.44,18.57,0.02,-18.36,5125.0,72,ema_cross_12b3b7f5,USDJPY,M5
346,0.234,18.6,9.5,0.01,-9.24,3333.5,43,ema_cross_2449f2d6,USDJPY,M1
347,0.2312,22.73,17.16,0.02,-16.33,6286.4,66,ema_cross_6e70a4c7,GBPJPY,M5
348,0.2308,34.21,33.85,0.03,-33.68,4450.7,152,momentum_3967e139,USDJPY,M5
349,0.2307,31.25,16.93,0.02,-16.93,5803.1,64,ema_cross_2449f2d6,GBPJPY,M5
350,0.2298,20.75,49.94,0.05,-49.94,3031.1,212,momentum_2e044141,GBPJPY,M5
351,0.2295,15.91,11.34,0.01,-11.33,11038.6,44,ema_cross_13118541,USDJPY,M5
352,0.2293,16.28,10.97,0.01,-10.97,11469.8,43,ema_cross_b9caf855,USDJPY,M5
353,0.2287,26.67,6.87,0.01,-6.14,2160.0,30,ema_cross_6e788a01,USDJPY,M1
354,0.2286,28.3,21.67,0.02,-21.67,1481.3,106,momentum_9f958dd1,USDJPY,M1
355,0.2282,50.79,26.06,0.03,-25.88,1911.4,126,rsi_reversal_01d38f6e,EURJPY,M1
356,0.2281,35.56,10.29,0.01,-10.1,1381.3,45,rsi_reversal_c0995ed3,GBPJPY,M1
357,0.2275,36.36,22.41,0.02,-21.98,786.0,121,ema_cross_05fb5502,GBPJPY,M1
358,0.2266,44.12,25.85,0.03,-25.09,1471.8,102,rsi_trend_5d31b21a,GBPJPY,M1
359,0.2259,24.19,13.58,0.01,-13.58,1299.7,62,momentum_e177235e,EURJPY,M1
360,0.2259,24.19,13.58,0.01,-13.58,1299.7,62,momentum_7279aa16,EURJPY,M1
361,0.2256,50.0,9.79,0.01,-9.79,2234.4,54,momentum_dc40cb70,USDJPY,M1
362,0.2254,41.03,36.79,0.04,-36.69,3384.6,156,momentum_3967e139,EURJPY,M5
363,0.225,33.33,1.5,0.0,-1.16,6300.0,3,rsi_reversal_f838aad6,GBPJPY,M5
364,0.2248,40.0,21.31,0.02,-21.31,3557.6,85,ema_cross_22facf43,EURJPY,M5
365,0.2248,45.9,15.45,0.02,-15.09,2685.2,61,ema_cross_156f8a41,EURJPY,M1
366,0.2245,30.28,32.37,0.03,-31.99,1035.6,142,momentum_f869c0e8,GBPJPY,M1
367,0.2242,52.7,16.14,0.02,-15.55,1520.3,74,ema_cross_c2b18d6b,GBPJPY,M1
368,0.2239,34.09,10.94,0.01,-10.94,9388.6,44,ema_cross_30da9de6,USDJPY,M5
369,0.2238,32.79,12.87,0.01,-12.68,1666.2,61,donchian_break_c9b609d1,USDJPY,M1
370,0.2226,12.99,17.64,0.02,-17.64,6942.9,77,donchian_break_33be330b,USDJPY,M5
371,0.2221,32.56,9.56,0.01,-9.56,4897.7,43,ema_cross_6e788a01,USDJPY,M5
372,0.2214,43.66,18.44,0.02,-18.44,1465.4,71,rsi_reversal_1361b9e1,GBPJPY,M1
373,0.2214,43.66,18.44,0.02,-18.44,1465.4,71,rsi_reversal_8c7c3c1f,GBPJPY,M1
374,0.2212,42.16,26.16,0.03,-25.44,1475.3,102,rsi_trend_d066d7d9,GBPJPY,M1
375,0.2211,23.75,56.02,0.06,-56.01,1372.6,299,bb_bounce_855c42e6,GBPJPY,M5
376,0.2206,11.29,15.41,0.02,-15.14,2047.7,62,ema_cross_1171ea32,EURJPY,M1
377,0.2205,51.11,8.06,0.01,-8.06,2274.7,45,momentum_2a70dfde,USDJPY,M1
378,0.2199,9.09,48.94,0.05,-48.94,2350.6,231,rsi_reversal_de920a1b,EURJPY,M5
379,0.2198,51.11,19.37,0.02,-19.37,5963.3,90,ema_cross_c2b18d6b,USDJPY,M5
380,0.2183,22.45,28.55,0.03,-28.41,4068.4,98,donchian_break_33be330b,GBPJPY,M5
381,0.218,23.88,12.78,0.01,-12.78,1146.3,67,donchian_break_9873bf9c,GBPJPY,M5
382,0.2173,13.64,11.4,0.01,-10.6,2781.8,44,ema_cross_b9caf855,USDJPY,M1
383,0.2172,21.28,10.41,0.01,-10.08,1067.2,47,donchian_break_c808e1f8,GBPJPY,M1
384,0.216,51.61,9.56,0.01,-9.27,1848.4,62,ema_cross_99ed21ec,USDJPY,M1
385,0.2148,24.51,23.21,0.02,-23.21,1802.9,102,momentum_6a62b07c,GBPJPY,M5
386,0.2142,41.38,37.65,0.04,-37.47,2677.6,174,ema_cross_fea5572c,EURJPY,M5
387,0.2132,43.2,29.39,0.03,-29.33,3705.6,125,ema_cross_156f8a41,EURJPY,M5
388,0.2128,42.22,19.87,0.02,-19.69,2100.0,90,rsi_reversal_42c0f48a,USDJPY,M1
389,0.2121,21.32,45.25,0.05,-45.01,2378.7,197,ema_cross_05fb5502,EURJPY,M5
390,0.212,35.53,32.72,0.03,-32.72,3517.1,152,ema_cross_fea5572c,USDJPY,M5
391,0.2115,57.89,7.83,0.01,-7.55,784.2,57,ema_cross_b1324308,GBPJPY,M1
392,0.2107,12.9,6.39,0.01,-5.99,1130.3,31,rsi_reversal_3fe9f09b,EURJPY,M1
393,0.2105,15.69,25.96,0.03,-25.92,1744.7,102,momentum_0b77e21d,EURJPY,M1
394,0.2095,21.88,7.72,0.01,-7.72,8446.9,32,ema_cross_53a68fa6,USDJPY,M5
395,0.2086,42.11,5.26,0.01,-5.1,3202.1,19,rsi_reversal_9fec002c,EURJPY,M1
396,0.2083,26.61,22.63,0.02,-22.07,1298.5,109,ema_cross_fea5572c,USDJPY,M1
397,0.2082,12.9,27.42,0.03,-27.42,4296.8,124,ema_cross_bdb5fe2a,USDJPY,M5
398,0.2081,25.89,28.0,0.03,-28.0,3056.2,112,rsi_trend_8cdd4186,EURJPY,M5
399,0.2078,45.31,12.57,0.01,-12.11,1689.4,64,rsi_reversal_232ead6e,EURJPY,M1
400,0.2075,37.78,11.3,0.01,-11.3,3593.3,45,ema_cross_6e788a01,EURJPY,M5
401,0.2067,12.31,18.67,0.02,-18.67,4241.5,65,ema_cross_8f6badbd,EURJPY,M5
402,0.2066,48.78,8.95,0.01,-8.73,2211.2,41,ema_cross_30da9de6,EURJPY,M1
403,0.2046,27.66,14.95,0.01,-14.47,3367.7,47,momentum_853a37ad,EURJPY,M1
404,0.204,36.36,5.37,0.01,-5.37,2070.0,22,bb_bounce_a3c33d1f,USDJPY,M1
405,0.2032,42.02,30.4,0.03,-30.13,2808.4,119,donchian_break_88941f39,GBPJPY,M5
406,0.2032,44.16,46.26,0.05,-45.96,5407.6,197,momentum_1a6eb05d,USDJPY,M5
407,0.2032,27.27,23.31,0.02,-22.46,1223.5,110,ema_cross_5809e979,USDJPY,M1
408,0.2017,13.21,22.03,0.02,-22.03,1200.0,106,bb_break_eda60187,GBPJPY,M5
409,0.2016,13.89,22.37,0.02,-22.37,1482.8,108,momentum_e740330d,USDJPY,M1
410,0.1999,16.24,80.97,0.08,-80.97,1672.1,394,momentum_17b05b7d,EURJPY,M5
411,0.1998,25.0,20.24,0.02,-19.72,1006.5,80,momentum_490863a0,GBPJPY,M1
412,0.1989,28.95,19.68,0.02,-19.29,1409.2,76,ema_cross_66822117,EURJPY,M1
413,0.1987,23.44,14.6,0.01,-14.59,3426.6,64,donchian_break_c9960c99,USDJPY,M5
414,0.198,18.56,29.04,0.03,-28.6,589.2,167,momentum_a68d18d4,GBPJPY,M1
415,0.1974,24.44,16.55,0.02,-16.1,6020.0,45,donchian_break_fcc6fc54,EURJPY,M5
416,0.1967,32.35,8.0,0.01,-8.0,1201.8,34,rsi_reversal_76543b15,GBPJPY,M1
417,0.1959,9.91,44.96,0.04,-44.78,2540.1,212,rsi_reversal_de920a1b,USDJPY,M5
418,0.1954,25.64,16.25,0.02,-16.25,1319.2,78,donchian_break_c9960c99,GBPJPY,M5
419,0.1952,26.92,30.19,0.03,-29.98,1259.1,130,momentum_3967e139,EURJPY,M1
420,0.1948,39.02,10.84,0.01,-10.84,2926.8,41,ema_cross_6e788a01,GBPJPY,M5
421,0.1948,42.33,24.04,0.02,-23.91,3116.0,163,rsi_reversal_8af8a375,EURJPY,M5
422,0.194,30.56,9.67,0.01,-9.52,1425.0,36,rsi_reversal_f8f5d99f,GBPJPY,M1
423,0.1934,33.82,17.89,0.02,-17.71,1315.6,68,rsi_reversal_232ead6e,GBPJPY,M1
424,0.193,34.11,27.08,0.03,-26.97,1886.0,129,ema_cross_13cabf4a,EURJPY,M5
425,0.1924,50.0,1.39,0.0,-1.23,860.0,6,rsi_reversal_9ceb6cfe,EURJPY,M1
426,0.1913,26.25,19.37,0.02,-18.97,1330.5,80,ema_cross_22facf43,EURJPY,M1
427,0.1907,39.53,12.14,0.01,-12.14,1477.7,43,rsi_reversal_7a08475b,GBPJPY,M1
428,0.1902,22.54,16.54,0.02,-16.54,3338.0,71,donchian_break_ff63572a,USDJPY,M5
429,0.1902,22.54,16.54,0.02,-16.54,3338.0,71,donchian_break_1d1e6dd4,USDJPY,M5
430,0.1899,13.29,29.38,0.03,-28.6,511.0,143,rsi_trend_cfcc4c41,GBPJPY,M1
431,0.1883,40.0,22.12,0.02,-22.12,2066.0,90,rsi_trend_65d1a53d,EURJPY,M1
432,0.1881,30.0,28.06,0.03,-28.06,3782.5,120,ema_cross_f0deb4f0,USDJPY,M5
433,0.1847,17.46,14.39,0.01,-14.39,1338.1,63,donchian_break_9873bf9c,EURJPY,M1
434,0.1839,46.13,61.01,0.06,-60.99,4816.9,284,rsi_reversal_da6a2ac4,USDJPY,M5
435,0.1835,33.0,21.27,0.02,-20.47,735.6,100,ema_cross_f0deb4f0,GBPJPY,M1
436,0.1815,45.0,19.12,0.02,-19.12,2297.2,80,rsi_trend_08bc1cb9,EURJPY,M1
437,0.1809,47.83,18.52,0.02,-18.52,1970.9,92,rsi_trend_65d1a53d,USDJPY,M1
438,0.1809,21.0,23.23,0.02,-23.23,3900.0,100,ema_cross_99ed21ec,USDJPY,M5
439,0.1805,11.89,32.76,0.03,-32.19,1007.4,143,momentum_e740330d,EURJPY,M1
440,0.1804,40.14,41.45,0.04,-41.45,1723.5,142,rsi_reversal_01d38f6e,GBPJPY,M1
441,0.1789,20.62,21.58,0.02,-21.06,708.9,97,momentum_5100332c,GBPJPY,M1
442,0.1782,15.69,20.2,0.02,-20.2,2491.2,102,momentum_6a62b07c,USDJPY,M5
443,0.1774,44.0,21.71,0.02,-21.71,2071.2,100,momentum_2e7ea40d,USDJPY,M1
444,0.1764,10.14,18.38,0.02,-18.38,8439.1,69,ema_cross_1171ea32,USDJPY,M5
445,0.1757,25.0,2.29,0.0,-1.89,8700.0,4,rsi_reversal_f838aad6,EURJPY,M5
446,0.1755,32.7,35.66,0.04,-35.18,850.9,159,momentum_2e044141,GBPJPY,M1
447,0.1745,40.0,3.74,0.0,-3.65,2112.0,15,rsi_reversal_566ca4f1,USDJPY,M1
448,0.1733,34.15,11.15,0.01,-11.15,1077.1,41,rsi_reversal_1e31b4c1,GBPJPY,M1
449,0.1729,31.78,27.79,0.03,-27.35,1643.0,107,bb_break_6fc3d727,GBPJPY,M5
450,0.1723,46.15,17.41,0.02,-17.03,2516.3,65,ema_cross_c2b18d6b,EURJPY,M1
451,0.1719,16.22,27.87,0.03,-27.87,1889.2,111,momentum_6a62b07c,EURJPY,M5
452,0.1713,36.9,21.71,0.02,-21.71,2172.1,84,rsi_trend_0a63e580,EURJPY,M1
453,0.1713,36.9,21.71,0.02,-21.71,2172.1,84,rsi_trend_a69f185a,EURJPY,M1
454,0.1709,26.09,6.23,0.01,-6.14,4095.7,23,rsi_reversal_5999e02d,USDJPY,M5
455,0.1707,44.44,27.69,0.03,-27.69,2066.1,108,rsi_reversal_3cc77779,EURJPY,M1
456,0.1688,38.4,37.55,0.04,-37.55,1655.5,125,rsi_reversal_3cc77779,GBPJPY,M1
457,0.1678,23.44,31.84,0.03,-31.84,1136.7,128,momentum_9f958dd1,EURJPY,M1
458,0.1677,51.22,8.27,0.01,-8.27,6439.0,41,ema_cross_fed33d85,USDJPY,M5
459,0.1676,41.79,31.69,0.03,-31.65,2344.0,134,ema_cross_156f8a41,GBPJPY,M5
460,0.1668,44.79,20.49,0.02,-20.49,1814.4,96,rsi_trend_0a63e580,USDJPY,M1
461,0.1668,44.79,20.49,0.02,-20.49,1814.4,96,rsi_trend_a69f185a,USDJPY,M1
462,0.1662,12.21,28.57,0.03,-28.57,698.5,131,rsi_trend_cfcc4c41,EURJPY,M1
463,0.1658,44.2,31.71,0.03,-31.71,3106.5,138,ema_cross_c2b18d6b,EURJPY,M5
464,0.1656,16.14,95.92,0.1,-95.64,1437.8,415,momentum_17b05b7d,GBPJPY,M5
465,0.1648,24.1,18.38,0.02,-18.38,1355.4,83,donchian_break_1d1e6dd4,GBPJPY,M5
466,0.1648,24.1,18.38,0.02,-18.38,1355.4,83,donchian_break_ff63572a,GBPJPY,M5
467,0.1635,36.99,41.99,0.04,-41.99,1973.4,173,ema_cross_fea5572c,GBPJPY,M5
468,0.163,50.0,0.5,0.0,-0.42,1500.0,2,rsi_reversal_f838aad6,EURJPY,M1
469,0.1627,28.77,17.41,0.02,-17.41,1109.6,73,donchian_break_c9b609d1,EURJPY,M1
470,0.1626,11.45,31.82,0.03,-31.64,1009.5,131,ema_cross_bdb5fe2a,EURJPY,M1
471,0.1625,39.08,21.56,0.02,-21.56,2033.8,87,rsi_trend_5d31b21a,EURJPY,M1
472,0.1624,43.48,21.58,0.02,-21.59,1939.6,92,rsi_trend_d066d7d9,EURJPY,M1
473,0.1622,36.84,9.89,0.01,-9.82,1717.9,38,rsi_reversal_f8f5d99f,EURJPY,M1
474,0.1612,23.56,45.73,0.05,-45.73,3802.6,191,momentum_2e044141,USDJPY,M5
475,0.1611,14.81,22.07,0.02,-21.73,488.3,108,momentum_6a62b07c,GBPJPY,M1
476,0.1609,16.0,13.12,0.01,-12.39,1604.4,50,momentum_d74757dc,USDJPY,M1
477,0.1609,40.74,24.57,0.02,-24.57,1881.1,108,momentum_e87ffb52,USDJPY,M1
478,0.1604,29.03,7.18,0.01,-6.77,766.5,31,rsi_reversal_5999e02d,EURJPY,M1
479,0.1591,11.39,17.72,0.02,-17.72,1427.8,79,rsi_trend_cfcc4c41,USDJPY,M1
480,0.1588,33.33,0.98,0.0,-0.98,1820.0,3,rsi_reversal_f838aad6,GBPJPY,M1
481,0.158,24.32,19.45,0.02,-19.45,4009.5,74,ema_cross_0b2d6a5b,USDJPY,M5
482,0.1575,12.99,18.63,0.02,-18.63,1333.2,77,rsi_trend_8cdd4186,USDJPY,M1
483,0.1572,37.93,15.12,0.02,-15.12,1934.5,58,rsi_trend_4e8ecd2c,EURJPY,M1
484,0.1572,30.77,11.28,0.01,-11.14,2183.1,65,rsi_reversal_2b0309c5,GBPJPY,M5
485,0.1563,16.84,20.68,0.02,-20.32,745.3,95,momentum_ec4b3173,GBPJPY,M5
486,0.1562,48.72,8.47,0.01,-7.97,2198.5,39,ema_cross_30da9de6,USDJPY,M1
487,0.1562,12.5,15.65,0.02,-14.96,534.0,80,ema_cross_c0bc017b,GBPJPY,M1
488,0.1561,46.23,22.29,0.02,-22.21,4174.5,106,ema_cross_484c5bb3,USDJPY,M5
489,0.1531,19.57,11.39,0.01,-11.39,1116.5,46,donchian_break_c808e1f8,EURJPY,M1
490,0.1527,17.39,17.16,0.02,-17.16,1085.2,69,momentum_44a50e6c,EURJPY,M1
491,0.1524,47.83,9.08,0.01,-9.04,1768.7,46,rsi_reversal_7a08475b,USDJPY,M1
492,0.1516,53.25,16.54,0.02,-16.2,5026.0,77,rsi_reversal_b2d696ef,USDJPY,M5
493,0.1511,15.31,64.83,0.06,-64.83,1290.9,307,momentum_4861fb73,EURJPY,M5
494,0.1511,49.43,18.36,0.02,-18.33,2049.7,87,rsi_trend_08bc1cb9,USDJPY,M1
495,0.1509,42.61,33.5,0.03,-33.46,1251.5,176,momentum_1a6eb05d,EURJPY,M1
496,0.1477,20.41,33.9,0.03,-33.9,1193.9,147,donchian_break_c3e2df3a,GBPJPY,M5
497,0.1459,44.63,25.89,0.03,-25.89,1726.6,121,rsi_reversal_3cc77779,USDJPY,M1
498,0.1457,15.89,30.68,0.03,-30.67,1000.1,151,momentum_a68d18d4,USDJPY,M1
499,0.1455,14.0,19.65,0.02,-19.65,771.0,100,momentum_5100332c,USDJPY,M1
500,0.1439,16.13,10.11,0.01,-9.86,1747.7,31,ema_cross_8f6badbd,EURJPY,M1
501,0.1432,15.0,19.41,0.02,-19.41,3060.0,80,donchian_break_9873bf9c,USDJPY,M5
502,0.1425,15.96,44.33,0.04,-44.33,1464.8,213,momentum_a68d18d4,GBPJPY,M5
503,0.142,12.77,40.33,0.04,-40.32,872.9,188,rsi_trend_cfcc4c41,GBPJPY,M5
504,0.1404,27.78,47.06,0.05,-46.99,1431.9,216,bb_bounce_4b9af643,EURJPY,M5
505,0.1399,35.71,9.26,0.01,-9.18,1325.7,42,rsi_reversal_76543b15,EURJPY,M1
506,0.1387,14.13,24.25,0.02,-23.58,1022.6,92,rsi_trend_8cdd4186,EURJPY,M1
507,0.1374,42.86,16.25,0.02,-16.22,1898.6,70,rsi_reversal_ef839ab8,USDJPY,M1
508,0.137,15.85,22.68,0.02,-22.2,1100.5,82,momentum_490863a0,EURJPY,M1
509,0.1362,31.34,43.86,0.04,-43.78,2710.4,201,bb_bounce_4b9af643,USDJPY,M5
510,0.1356,46.15,19.63,0.02,-19.1,1330.0,78,ema_cross_484c5bb3,GBPJPY,M1
511,0.1355,35.66,33.13,0.03,-33.1,1911.2,143,ema_cross_c2b18d6b,GBPJPY,M5
512,0.1352,13.79,15.92,0.02,-15.19,1633.4,58,momentum_e177235e,USDJPY,M1
513,0.1352,13.79,15.92,0.02,-15.19,1633.4,58,momentum_7279aa16,USDJPY,M1
514,0.1347,10.84,27.37,0.03,-27.37,4626.5,83,donchian_break_33be330b,EURJPY,M5
515,0.1346,41.38,11.44,0.01,-11.06,1172.1,58,ema_cross_b1324308,USDJPY,M1
516,0.1346,24.65,35.48,0.04,-35.48,1174.2,142,momentum_f869c0e8,EURJPY,M1
517,0.1331,33.62,29.23,0.03,-29.23,2790.5,116,donchian_break_88941f39,EURJPY,M5
518,0.1323,19.58,35.29,0.04,-35.29,3293.7,143,ema_cross_05fb5502,USDJPY,M5
519,0.1322,42.62,13.96,0.01,-13.96,1859.0,61,rsi_trend_4e8ecd2c,USDJPY,M1
520,0.1306,12.73,26.32,0.03,-26.32,643.1,110,momentum_5100332c,EURJPY,M1
521,0.13,22.89,20.88,0.02,-20.88,2812.0,83,donchian_break_c9b609d1,USDJPY,M5
522,0.1285,16.08,52.37,0.05,-52.37,2994.1,255,rsi_reversal_1267fc98,USDJPY,M5
523,0.1283,25.53,45.64,0.05,-45.35,409.3,235,momentum_4861fb73,GBPJPY,M1
524,0.1281,15.71,28.19,0.03,-27.85,743.6,140,momentum_6294ece1,EURJPY,M1
525,0.1279,21.37,33.38,0.03,-33.38,939.4,131,ema_cross_fea5572c,EURJPY,M1
526,0.1276,45.45,21.12,0.02,-21.12,1706.7,99,rsi_trend_d066d7d9,USDJPY,M1
